id,name,active,is_company,state_id/id,street,street2,zip,city,country_id/id,property_payment_term/id,phone,fax,email,website,ref,lang,sageecommerce,pwecommerce,property_account_position
res.partner_JORIC1,JORICH (HERENTALS),True,True,,"ZANDSTRAAT, 86",,2200,HERENTALS,,account_payment_term.30joursnet,014 869879,,info@lederwarenbelleville.be,,JORIC1,Dutch / Nederlands,JORIC1,somix476,Régime National
res.partner_JPG,JPG,True,True,,63 . GRAND RUE SURVILLIERS,,95478,FOSSES CEDEX,,account_payment_term.60joursfindemois,,,,,JPG,French / Français,JPG,pebet472,Régime Intra-Communautaire
res.partner_JS,J & S,True,True,,MIDDENBAAN . 102,,2991,CT BARENDRECHT,,account_payment_term.30joursnet,0180 . 54.74.02,,,,JS,Dutch / Nederlands,JS,rodic215,Régime Intra-Communautaire
res.partner_JULES,JULES ET JIM,True,True,,63 . RUE DUGUESCLIN,,69006,LYON,,account_payment_term.60joursfindemois,04.72.80.91.73,04.78.89.86.20,,,JULES,French / Français,JULES,guqix930,Régime Intra-Communautaire
res.partner_JUMPIN,JUMPING BVBA,True,True,,GROTE MARKT . 59,,2300,TURNHOUT,,account_payment_term.30joursnet,0475 490493,014 427750,,,JUMPIN,Dutch / Nederlands,JUMPIN,mubar620,Régime National
res.partner_JUSDEP,JUS DE POMME MAROQUINERIE,True,True,,CC CONTINENT,,2400,CHATEAU THIERRY,,account_payment_term.60joursfindemois,"3,23,83,78,80",,,,JUSDEP,French / Français,JUSDEP,viqos383,Régime Intra-Communautaire
res.partner_JUSTAN,JUST AND ONLY,True,True,,75 . AV. DE TYRAS,,1120,BRUXELLES,,account_payment_term.30joursnet,02 2630563,02 2699355,mseabra@justandonly.be,,JUSTAN,French / Français,JUSTAN,donip370,Régime National
res.partner_JUWAN,ANTON JUWAN,True,True,res.state_BAYERN,GARTENSTR. 27,,92245,KÜMMERSBRUCK,,account_payment_term.30joursnet,,,,,JUWAN,English,JUWAN,gubec937,Régime Intra-Communautaire
res.partner_JUWELI,JUWELIER IT'S BEAUTIFUL,True,True,,AZIËLAAN 8A,,7681,NC VROOMSHOOP,,account_payment_term.30joursnet,0031 546842083,,,,JUWELI,Dutch / Nederlands,JUWELI,qobic275,Régime Intra-Communautaire
res.partner_JVCUI1,JV CUIR,True,True,,"8,  PASSAGE SAINT PIERRE",,78000,VERSAILLES,,account_payment_term.60joursfindemois,0033 139506542,,,,JVCUI1,French / Français,JVCUI1,boxev817,Régime Intra-Communautaire
res.partner_JYM001,SARL J.Y.M MARQUIS,True,True,,"67, RUE DE LA PAROISSE",,78000,VERSAILLES,,account_payment_term.60joursfindemois,0033 683072691,,elleliuyin@hotmail.com,,JYM001,French / Français,JYM001,cuneq004,Régime Intra-Communautaire
res.partner_KABAGE,KABA ACCESSOIRES,True,True,,OSSENSTRAAT 42,,9000,GENT,,account_payment_term.30joursnet,09 2244800,,kabagent@gmail.com,,KABAGE,Dutch / Nederlands,KABAGE,rimud883,Régime National
res.partner_KADARI,MODES KADARIN,True,True,,VORSTRAAT . 9 B,,3500,ST LAMBRECHTS-HERK HASSELT,,account_payment_term.30joursnet,011 313374,011 313374,,,KADARI,Dutch / Nederlands,KADARI,dediq182,Régime National
res.partner_KADOCU,EURL KADOCUIR,True,True,,12 . RUE GAMBETTA,,45500,GIEN,,account_payment_term.60joursfindemois,0033 238674280,02 238350229,,,KADOCU,French / Français,KADOCU,furol067,Régime Intra-Communautaire
res.partner_KADOID,KADO IDEE SHOP,True,True,,WAGNERPLEIN . 63,,5011,LR TILBURG,,account_payment_term.30joursnet,013.53.62.331,,,,KADOID,Dutch / Nederlands,KADOID,pebub679,Régime Intra-Communautaire
res.partner_KADOS,KADO SHOP  NIES,True,True,,PALETPLEIN . 8,,5044,JB TILBURG,,account_payment_term.30joursnet,,,,,KADOS,Dutch / Nederlands,KADOS,razam621,Régime Intra-Communautaire
res.partner_KAHLE1,HANNELORE KAHLE ,True,True,res.state_BRANDENBURG,AM MARKT . 3,,4910,ELSTERWERDA,,account_payment_term.30joursnet,35332089,,,,KAHLE1,English,KAHLE1,vuxuk539,Régime Intra-Communautaire
res.partner_KAIME1,SARL KAIMEN,True,True,,"22 , RUE DE LA REPUBLIQUE",,45000,ORLEANS,,account_payment_term.60joursfindemois,"02,38,52,95,82",02.38.52.95.82,,,KAIME1,French / Français,KAIME1,xofep542,Régime Intra-Communautaire
res.partner_KAIMEN,LOTUS ,True,True,,CC TROIS FONTAINES,AV. PIERRE MENDESFRANCE,45140,ST JEAN DE LA RUELLE,,account_payment_term.60joursfindemois,"02,38,52,95,82",,,,KAIMEN,French / Français,KAIMEN,xasap146,Régime Intra-Communautaire
res.partner_KAIXIS,KAIXI SUN,True,True,,LANDSTRASSE HAUPTSTRASSE 97-101,,1030,WIEN,,account_payment_term.30joursnet,0043 69910983088,,,,KAIXIS,English,,,Régime Intra-Communautaire
res.partner_KALICO,KALICO BVBA,True,True,,"BOTERMARKT , 26",,3500,HASSELT,,account_payment_term.30joursnet,011 241404,011 241404,,,KALICO,Dutch / Nederlands,KALICO,zapet562,Régime National
res.partner_KAMELO,KAMELOTS LTD ,True,True,,MASKAVAS IELA 357,A/K 86,1063,RIGA,,account_payment_term.ttbeforeshipment,00371 5067287 ,00371 5067287 ,,,KAMELO,English,KAMELO,vimik423,Régime Intra-Communautaire
res.partner_KAMINA,KAMINA BVBA,True,True,,DIESTSESTRAAT 79,,3000,LEUVEN,,account_payment_term.30joursnet,016 220190,016 220190,,,KAMINA,Dutch / Nederlands,KAMINA,sagen399,Régime National
res.partner_KAMP,KAMP LEDERW.(N°1550067025),True,True,,GROTESTRAAT ZUID . 114,,7607,CW ALMELO,,account_payment_term.30joursnet,0546.81.43.65,0546.81.82.93,,,KAMP,Dutch / Nederlands,KAMP,qazam582,Régime Intra-Communautaire
res.partner_KAMPHU,KAMPHUIS LEDERW.,True,True,,GROOTESTRAAT . 7,,7571,EJ OLDENZAAL ,,account_payment_term.30joursnet,541533544,541433526,, (N°1550067513),KAMPHU,Dutch / Nederlands,KAMPHU,gubap774,Régime Intra-Communautaire
res.partner_KANNIN,KANNINGA LEDERW.(N°1560064953),True,True,,ZUIDERBUURT . 52,,9203,CX DRACHTEN,,account_payment_term.30joursnet,0512.51.22.83,051.52.22.83,,,KANNIN,Dutch / Nederlands,KANNIN,sogis894,Régime Intra-Communautaire
res.partner_KANO,KANO DIFFUSION,True,True,,CC CARREFOUR,,91620,LA VILLE DU BOIS,,account_payment_term.60joursfindemois,01.64.49.98.88,,kanodiffusion@orange.fr,,KANO,French / Français,KANO,cufob717,Régime Intra-Communautaire
res.partner_KANOAL,KANO SARL ALINE,True,True,,4 . PLACE NOTRE DAME,,91150,ETAMPES,,account_payment_term.60joursfindemois,01.64.94.11.48,,,,KANOAL,French / Français,KANOAL,xanat548,Régime Intra-Communautaire
res.partner_KANOB1,KANO BAG,True,True,,HALL SAINTE LUCIE,CC AUCHAN,92130,ISSY LES MOULINEAUX,,account_payment_term.60joursfindemois,0033 147361607,,,,KANOB1,French / Français,KANOB1,nerob837,Régime Intra-Communautaire
res.partner_KANOBA,KANO BAG,True,True,,CC CARREFOUR,,95110,SANNOIS,,account_payment_term.60joursfindemois,01.47.36.16.07,,kanodiffusion@orange.fr,,KANOBA,French / Français,KANOBA,cedax144,Régime Intra-Communautaire
res.partner_KANOCU,KANO CUIR,True,True,,6 . CHEMIN DES TOURELLES ,,91360,EPINAY SUR ORGE,,account_payment_term.60joursfindemois,01.69.09.70.87,,,,KANOCU,French / Français,KANOCU,quzid994,Régime Intra-Communautaire
res.partner_KAPTEI,KAPTEIN'S SCHOENBED.(N°1550067067),True,True,,RAADHUISTRAAT . 99,,2101,HE HEEMSTEDE,,account_payment_term.30joursnet,023-5286745,023-5287170,info@schoenenkaptein.nl,,KAPTEI,Dutch / Nederlands,KAPTEI,susas392,Régime Intra-Communautaire
res.partner_KARAPA,KARAPACE,True,True,,CC CARREFOUR,ZI VALLEE DU GIER,69700,GIVORS,,account_payment_term.60joursfindemois,04.78.07.90.69,,arnaud.izquierdo@gmail.com,,KARAPA,French / Français,KARAPA,sisoz744,Régime Intra-Communautaire
res.partner_KARATI,KARATI,True,True,,OVERLEIESTRAAT 36-38,,8500,KORTRIJK,,account_payment_term.30joursnet,056 355737,056 353196,,,KARATI,Dutch / Nederlands,KARATI,lorid306,Régime National
res.partner_KARIN,KARIN,True,True,,"MARKT, 3",,3740,BILZEN,,account_payment_term.30joursnet,089 501721,089 501735,lederwarenkarin@yahoo.com,,KARIN,Dutch / Nederlands,KARIN,ladag360,Régime National
res.partner_KASALE,KASA LEDERWAREN,True,True,res.state_BERLIN,OTTO-SCHMIRGAL-STRASSE 5,TIERPARKCENTER,10319,BERLIN,,account_payment_term.30joursnet,0049 3050018208,,,,KASALE,English,KASALE,vofop357,Régime Intra-Communautaire
res.partner_KASES,KASES LEDERWAREN,True,True,,HAUPTPLATZ 9-10,,2320,SCHWECHAT,,account_payment_term.30joursnet,,,kasesled@ycn.com,,KASES,English,KASES,xifeg214,Régime Intra-Communautaire
res.partner_KASHA2,KASHA BAG,True,True,,"23, RUE DE LA CONSTITUTION",,50300,AVRANCHES,,account_payment_term.60joursfindemois,0033 233681919,,,,KASHA2,French / Français,KASHA2,ridak242,Régime Intra-Communautaire
res.partner_KATELI,MATHIEU KATELIJNE,True,True,,SINT ANDRIESSTRAAT 21,,8680,KOEKELAERE,,account_payment_term.30joursnet,0478 623179,,,,KATELI,Dutch / Nederlands,KATELI,cetij825,Régime National
res.partner_KATESC,KATE'S CREATIONS,True,True,,EGIDE ALENUSSTRAAT 4A,,3290,DIEST,,account_payment_term.30joursnet,0477 193826,,silvermoon@telenet.be,,KATESC,Dutch / Nederlands,KATESC,munaz194,Régime National
res.partner_KEIRSE,KEIRSEBLICK ,True,True,,STRANDLOPERSLAAN 19,,8434,WESTENDE ,,account_payment_term.30joursnet,,,,,KEIRSE,Dutch / Nederlands,KEIRSE,gafud086,Régime National
res.partner_KELLER,KELLER MAROQUINERIE,True,True,,62. GRAND RUE BP 409,,2014,LUXEMBOURG,,account_payment_term.30joursnet,352 472 502,352 471 838,,,KELLER,French / Français,KELLER,fenab031,Régime Intra-Communautaire
res.partner_KER,KER MAROQUINERIE,True,True,,ZEELAAN . 147,,8660,DE PANNE,,account_payment_term.30joursnet,058 623524,,,,KER,Dutch / Nederlands,KER,nasad201,Régime National
res.partner_KIEFER,ANTON KIEFER,True,True,res.state_BADEN-WÜRTTEMBERG,FRIEDRICHSTRASSE 2,,76456,KUPPENHEIM,,account_payment_term.30joursnet,+49 7222 41652,,,,KIEFER,English,KIEFER,xipek946,Régime Intra-Communautaire
res.partner_KIERRE,KIERREN SARL,True,True,,7 . PLACE DE LA REPUBLIQUE,,57340,MORHANGE,,account_payment_term.60joursfindemois,03.87.86.22.24,,,,KIERRE,French / Français,KIERRE,soqoj295,Régime Intra-Communautaire
res.partner_KIERSC,KIERSCH LEDERWAREN RIA,True,True,,BEETHOVENSTRAAT . 40 / WINK,,1077,JJ AMSTERDAM,,account_payment_term.30joursnet,67.665.66,67.665.66,,,KIERSC,Dutch / Nederlands,KIERSC,paxaq414,Régime Intra-Communautaire
res.partner_KIJK01,KIJK LEDERWAREN,True,True,,KERKSTRAAT 78,,9255,BUGGENHOUT,,account_payment_term.30joursnet,052 334217,,,,KIJK01,Dutch / Nederlands,,,Régime National
res.partner_KIRCHM,KIRCHMEYER ERIC,True,True,,BAHNSTRASSE 14-16,,2230,GÄNSERNDORF,,account_payment_term.30joursnet,0043 228225270,0043 228225276,schuhe@kirchmeyer.at,,KIRCHM,English,KIRCHM,pamar616,Régime Intra-Communautaire
res.partner_KIRCHT,KIRCHTAG GMBH,True,True,,KORNSTEINPLATZ 1 ,,5400,HALLEIN,,account_payment_term.30joursnet,0043 624580947,,,,KIRCHT,English,KIRCHT,guxuc776,Régime Intra-Communautaire
res.partner_KISTER,EURO + KISTER,True,True,,"15, AVENUE DE WISSEMBOURG",,67500,HAGUENAU,,account_payment_term.60joursfindemois,0033 388905660,0033 388735184,,,KISTER,French / Français,KISTER,besaf933,Régime Intra-Communautaire
res.partner_KLEINL,KLEIN LEDERWAREN GMBH (154 065536),True,True,,HAUPTPLATZ . 26,,2130,MISTELBACH,,account_payment_term.30joursnet,0043 25722473,0043 25722473,,,KLEINL,English,KLEINL,ficam973,Régime Intra-Communautaire
res.partner_KLEINS,STEPHANIE KLEIN,True,True,,"ROUTE DE MALMEDY, 26A",,4970,STAVELOT,,account_payment_term.30joursnet,,,,,KLEINS,French / Français,KLEINS,debir367,Régime National
res.partner_KLEITZ,KLEITZKE LEDERWAREN,True,True,res.state_SACHSEN-ANHALT,MARKT . 14,KRISTINES SHOP LEDERWAREN,39288,BURG,,account_payment_term.30joursnet,03921.7266.42,,,,KLEITZ,Dutch / Nederlands,KLEITZ,nivul153,Régime Intra-Communautaire
res.partner_KLELS,KLELS MAROQUINERIE,True,True,,RUE DE LA GARE . 13,,6880,BERTRIX,,account_payment_term.30joursnet,,,,,KLELS,French / Français,KLELS,ginub323,Régime National
res.partner_KLINGN,KLINGNER LEDERWAREN,True,True,res.state_THÜRINGEN,STEINWEG 26,,99974,MÜHLHAUSEN/THÜR.,,account_payment_term.30joursnet,0049 3601812620,0049 3601422812,,,KLINGN,English,KLINGN,tobeq358,Régime Intra-Communautaire
res.partner_KMC,KMC COMPUTERS BV,True,True,,SYDNEYSTRAAT . 3,,3047,BP ROTTERDAM,,account_payment_term.30joursnet,,,,,KMC,Dutch / Nederlands,KMC,xejuz536,Régime Intra-Communautaire
res.partner_KNAAP,KNAAP SCHOENMAKERIJ,True,True,,BETWOLFFPLEIN . 168,,1628,NK HOORN,,account_payment_term.30joursnet,0229.24.08.38,,,,KNAAP,Dutch / Nederlands,KNAAP,kezag177,Régime Intra-Communautaire
res.partner_KNISP1,SCHUHE & LEDERWAREN,True,True,res.state_SACHSEN,EKZ RIESAPARK 2,,1587,RIESA,,account_payment_term.30joursnet,0049 3525740848,,,,KNISP1,English,KNISP1,lekap821,Régime Intra-Communautaire
res.partner_KOCH1,LEDER KOCH,True,True,res.state_NIEDERSACHSEN,HAUPTSTRASSE 27,,37412,HERZBERG,,account_payment_term.30joursnet,,,,,KOCH1,English,KOCH1,pusud699,Régime Intra-Communautaire
res.partner_KOCH2,KOCH SCS,True,True,,GRAND ROUTE . 409,,4400,FLEMALLE,,account_payment_term.30joursnet,,,,,KOCH2,French / Français,KOCH2,mucar472,Régime National
res.partner_KOENDE,KOENDERINK LEDERWAREN,True,True,,BLANKENBURGERSTRAAT . 6-8,,7481,EB HAAKSBERGEN,,account_payment_term.30joursnet,053-5721333,,,,KOENDE,Dutch / Nederlands,KOENDE,noguj770,Régime Intra-Communautaire
res.partner_KOHLE1,KORNELIA KÖHLER ,True,True,res.state_BADEN-WÜRTTEMBERG,EISENBACHER TOR 11,,36341,LAUTERBACH,,account_payment_term.30joursnet,06641-61687 , 06641-5541,,,KOHLE1,English,KOHLE1,bixes486,Régime Intra-Communautaire
res.partner_KOHLE2,KÖHLER,True,True,res.state_HESSEN,EISENBACHER TOR 11,,36341,LAUTERBACH,,account_payment_term.30joursnet,06641-61687,06641-5541,,,KOHLE2,English,,,Régime Intra-Communautaire
res.partner_KOLBEG,KOLBEGGER GMBH,True,True,,HAUPTPLATZ . 4,,8601,BRUCK / MUR,,account_payment_term.30joursnet,0043 386251867,,,,KOLBEG,English,KOLBEG,dequb991,Régime Intra-Communautaire
res.partner_KOLLEY,KOLLEY LEDERWAREN,True,True,res.state_SACHSEN-ANHALT,WINDTHORST STRASSE 19,,38820,HALBERSTADT,,account_payment_term.30joursnet,0049 3941447741,,,,KOLLEY,English,KOLLEY,tifil117,Régime Intra-Communautaire
res.partner_KOMPAG,KOMPAGNE BV,True,True,,WINDHONTLAAN . 200,,3526,KV UTRECHT,,account_payment_term.30joursnet,,,,,KOMPAG,Dutch / Nederlands,KOMPAG,sokeg282,Régime Intra-Communautaire
res.partner_KONOP1,KONOPITZKY,True,True,,"HÜTTELDORFER STRASSE, 35",,1140,WIEN,,account_payment_term.30joursnet,0043 19824174,0043 1982417412,,,KONOP1,English,KONOP1,vokam303,Régime Intra-Communautaire
res.partner_KONSUM,KONSUM HANDELSGESELLS. GMBH,True,True,res.state_THÜRINGEN,WILHEMSTR. 11,KAUFHAUS AM WILHELM,37308,HEILBAD HEILIGENSTADT,,account_payment_term.30joursnet,03606.6196.23,03606-61.96.24,,,KONSUM,English,KONSUM,bufus372,Régime Intra-Communautaire
res.partner_KOPF,KOFFER KOPF,True,True,res.state_BAYERN,WALTERSTR. 9,,86153,AUGSBURG,,account_payment_term.30joursnet,49.82.13.47.880,49.82.13.47.88.30,,,KOPF,English,KOPF,tuquj246,Régime Intra-Communautaire
res.partner_KORUS,LEDERWAREN KORUS,True,True,res.state_NORDRHEIN-WESTFALEN,KAHLENSTRASSE 9,,59555,LIPPSTADT,,account_payment_term.30joursnet,0049 2941 5397,0049 2941 720778,,,KORUS,English,KORUS,zalel270,Régime Intra-Communautaire
res.partner_KOSTER,KOSTER SCHOENMODE,True,True,,RAADSTEDE 57,,3431,HA NIEUWEGEIN,,account_payment_term.30joursnet,0031 30635068,,,,KOSTER,Dutch / Nederlands,KOSTER,samam592,Régime Intra-Communautaire
res.partner_KOUYOU,KOUYOUMDJIAN YOLANDE,True,True,,RUE DE BRUXELLES 69/B,,4130,ESNEUX,,account_payment_term.30joursnet,0477 674281,,,,KOUYOU,French / Français,KOUYOU,dumir894,Régime National
res.partner_KP,K P  LEDERWAREN,True,True,res.state_NORDRHEIN-WESTFALEN,RAHMERSTRASSE . 8,,44369,DORTMUND,,account_payment_term.30joursnet,0231.92.69.780,,kplederwaren@t-online.de,,KP,English,KP,teqif085,Régime Intra-Communautaire
res.partner_KPMGSU,KPMG SUPPORT SERVICES ESV,True,True,,AVENUE DU BOURGET . 40,,1130,BRUXELLES,,account_payment_term.30joursnet,02 7084300,02 7084399,,,KPMGSU,Dutch / Nederlands,KPMGSU,qifiz147,Régime National
res.partner_KRACHT,KRACHT LEDERWAREN,True,True,res.state_BRANDENBURG,SPREMBERGER STRASSE 33,,3046,COTTBUS,,account_payment_term.30joursnet,0043 35532740,,,,KRACHT,English,KRACHT,vigax918,Régime Intra-Communautaire
res.partner_KRAL,KRAL ANTON GMBH,True,True,,J.F. KENNEDY  PLATZ . 2,,2560,BERNDORF,,account_payment_term.30joursnet,0043 267282236,,,,KRAL,English,KRAL,qoxoq588,Régime Intra-Communautaire
res.partner_KRANE,KRANENBERG,True,True,,GROTESTRAAT 51,,7471,BL GOOR,,account_payment_term.30joursnet,0031 547 274712,,,,KRANE,Dutch / Nederlands,KRANE,tovil026,Régime Intra-Communautaire
res.partner_KREBS,KREBS GMBH,True,True,res.state_BADEN-WÜRTTEMBERG,WARTERSTRASSE 14-16,,72224,EBHAUSEN-EBERSHARDT,,account_payment_term.30joursnet,0049 74538392,0049 74532159,,,KREBS,English,KREBS,tokem844,Régime Intra-Communautaire
res.partner_KREJCA,KREJCA LEDERWAREN,True,True,,TABORSTR. 24 A ,,1020,WIEN,,account_payment_term.30joursnet,0043 12143167,,,,KREJCA,English,KREJCA,begut282,Régime Intra-Communautaire
res.partner_KREME1,KREMERS SCHOENS. WESTERMARKT,True,True,,WESTERMARKT 35 B,,5042,MD TILBURG,,account_payment_term.30joursnet,,,,,KREME1,Dutch / Nederlands,KREME1,remal863,Régime Intra-Communautaire
res.partner_KREME2,KREMERS-SCHATZKISTE,True,True,res.state_HESSEN,PFAFFENBRUNNEN STRASSE 113,,63456,HANAU,,account_payment_term.30joursnet,0043 61819690616,0043 61816753244,Kremers-Schatzkiste@t-online.de,,KREME2,English,KREME2,panex569,Régime Intra-Communautaire
res.partner_KREPS,KREPS LEDERWAREN GESMBH,True,True,,VAN-DER-NÜLL-GASSE  45-49,,1100,WIEN,,account_payment_term.30joursnet,0043 16045143,0043 16045143,,http://www.kreps.at,KREPS,English,KREPS,zerum588,Régime Intra-Communautaire
res.partner_KRESTA,NORBERT KRESTAN,True,True,,KALVARIENBERGGASSE .52,,1170,WIEN,,account_payment_term.30joursnet,0043 14056433,,,,KRESTA,English,KRESTA,toqel889,Régime Intra-Communautaire
res.partner_KUIR,KUIR BOUTIC,True,True,,"12 , GRAND RUE - BP 65",,1210,FERNEY VOLTAIRE,,account_payment_term.60joursfindemois,"4,50,40,65,87","4,50,28,00,72",kuir.boutic@cegetel.net,,KUIR,French / Français,KUIR,sebet453,Régime Intra-Communautaire
res.partner_KURMAY,KURMAYR FRITZ GMBH CO.KG,True,True,,MARKTPLATZ . 9,,4311,SCHWERTBERG,,account_payment_term.30joursnet,0043 726261338,0043 726262772,,,KURMAY,English,KURMAY,fitup430,Régime Intra-Communautaire
res.partner_KUYPER,FA. PAUL KUYPER,True,True,,KOLKSTRAAT . 4,,3861,AK NIJKERK,,account_payment_term.30joursnet,033.24.56.697,,,,KUYPER,Dutch / Nederlands,KUYPER,ruzit902,Régime Intra-Communautaire
res.partner_KWARTO,KWARTO,True,True,,ONLEDEGOEDSTRAAT 77/2,,8800,ROESELAERE,,account_payment_term.30joursnet,051 254990,051 254999,info@kwarto.be,,KWARTO,Dutch / Nederlands,KWARTO,zogar750,Régime National
res.partner_L2D,L 2 D,True,True,,"16 , RUE DU GAL DE GAULLE",,95880,ENGHIEN-LES-BAINS,,account_payment_term.60joursfindemois,0033 134127564,,,,L2D,French / Français,L2D,ceqot498,Régime Intra-Communautaire
res.partner_LA,LA SACOCHE ( ESPACE MAROQ.),True,True,,9 . RUE ST MATHIEU,,29000,QUIMPER,,account_payment_term.60joursfindemois,00033 298533132,0033 298100338,,,LA,French / Français,LA,xixup451,Régime Intra-Communautaire
res.partner_LABALL,LA BALLADERIE (BALENZO),True,True,,"56 , RUE JEANNE D'ARC",,76000,ROUEN,,account_payment_term.60joursfindemois,0033 235710453,0033 235710453,balenzo_fr@hotmail.com,,LABALL,French / Français,LABALL,dugez119,Régime Intra-Communautaire
res.partner_LABAND,LA BANDOULIERE,True,True,,CC CORA,,63370,LEMPDES,,account_payment_term.60joursfindemois,0033 616478655,0033 473619861,,,LABAND,French / Français,LABAND,dimid162,Régime Intra-Communautaire
res.partner_LABC,L ' ABC,True,True,,RUE LAMBERTS 3,,4840,WELKENRAEDT,,account_payment_term.30joursnet,087 881341,087 883557,,,LABC,French / Français,LABC,xeqep262,Régime National
res.partner_LABE,LA BESACE,True,True,,11 . RUE THIERS,,54200,TOUL,,account_payment_term.60joursfindemois,03.83.43.09.09,03.83.43.09.09,,,LABE,French / Français,LABE,cupaj561,Régime Intra-Communautaire
res.partner_LABES1,LA BESACE,True,True,,"262, RUE DE GAULE",,53100,MAYENNE,,account_payment_term.60joursfindemois,0033 243081259,,,,LABES1,French / Français,LABES1,lepus099,Régime Intra-Communautaire
res.partner_LABORS,LA BORSA LEDERWAREN KG,True,True,res.state_RHEINLAND-PFALZ,HERRENSTRASSE 12A ,,56812,COCHEM,,account_payment_term.30joursnet,0049 2671 910477,,,,LABORS,English,LABORS,qejip805,Régime Intra-Communautaire
res.partner_LABORY,LABORY SARL,True,True,,17 . RUE ST VINCENT,,40100,DAX,,account_payment_term.60joursfindemois,05.58.74.26.99,05.58.74.45.10,,,LABORY,French / Français,LABORY,rifud681,Régime Intra-Communautaire
res.partner_LABOU1,LA BOUTIQUE,True,True,,"8, RUE DUMONT DURVILLE",,29900,CONCARNEAU,,account_payment_term.60joursfindemois,0033 298972387,,,,LABOU1,French / Français,LABOU1,riqiv149,Régime Intra-Communautaire
res.partner_LABOUT,LA BOUTIQUE DU PILOTE,True,True,,AEROPORT - ZONE EST  ,BATIMENT 101,78117,TOUSSUS-LE-NOBLE,,account_payment_term.60joursfindemois,01.39.56.29.70,01.39.56.88.70,commercial@boutiquedupilote.fr,www.boutiquedupilote.fr,LABOUT,French / Français,LABOUT,revif797,Régime Intra-Communautaire
res.partner_LACAL,MAROQUINERIE LA CALECHE,True,True,,37 . RUE DE LA PAIX,,53000,LAVAL,,account_payment_term.60joursfindemois,02.43.53.67.37,02.43.49.11.98,,,LACAL,French / Français,LACAL,mipon350,Régime Intra-Communautaire
res.partner_LADYSF,LADY'S FANTASIEJUWELEN,True,True,,RUITERLAAN 11,,9032,WONDELGEM,,account_payment_term.30joursnet,09 2253704,09 2256485,,,LADYSF,Dutch / Nederlands,LADYSF,najij550,Régime National
res.partner_LAFAMI,LAFARGE,True,True,,"1, PLACE GAMBETTA",,80000,AMIENS,,account_payment_term.60joursfindemois,0033 322914200,0033 322919663,,,LAFAMI,French / Français,LAFAMI,xumen474,Régime Intra-Communautaire
res.partner_LAFARG,MAROQUINERIE LAFARGE,True,True,,CCR OCEANE,,76700,GONFREVILLE L'ORCHER,,account_payment_term.60joursfindemois,,,,,LAFARG,French / Français,LAFARG,gutun086,Régime Intra-Communautaire
res.partner_LAFAY,LAFAYETTE MAROQUINERIE,True,True,,"6 , RUE  LAFAYETTE",,75009,PARIS,,account_payment_term.60joursfindemois,"1,48,00,80,08",,,,LAFAY,French / Français,LAFAY,zison411,Régime Intra-Communautaire
res.partner_LAFLEH,LAFARGE MAROQUININERIE SARL,True,True,,22 . RUE LAMARTINE,,76600,LE HAVRE,,account_payment_term.60joursfindemois,0033 235426539,0033 235413673,,,LAFLEH,French / Français,LAFLEH,riqem387,Régime Intra-Communautaire
res.partner_LAFONT,LA FONTAINE,True,True,,"1, RUE SAINT MARTIN",,43220,DUNIERES,,account_payment_term.60joursfindemois,0033 981375503,,,,LAFONT,French / Français,LAFONT,qogif618,Régime Intra-Communautaire
res.partner_LAFTOU,LAFARGE,True,True,,185 . AVENUE DES ETATS-UNIS,,31200,TOULOUSE,,account_payment_term.60joursfindemois,: 05 61 47 00 20 . ,05.61.48.11.14,sa.lafarge@gmail.com,,LAFTOU,French / Français,LAFTOU,xabut325,Régime Intra-Communautaire
res.partner_LAFTRO,LAFARGE MAROQUINERIE,True,True,,"84 , RUE EMILE ZOLA",,10000,TROYES,,account_payment_term.60joursfindemois,0033 325730021,0033 325736412,,,LAFTRO,French / Français,LAFTRO,basef024,Régime Intra-Communautaire
res.partner_LAGRA1,LA GRANDE BOUCLE,True,True,,CC LIANE,,62200,BOULOGNE,,account_payment_term.60joursfindemois,,,,,LAGRA1,French / Français,LAGRA1,qumev315,Régime Intra-Communautaire
res.partner_LAGRAN,LA GRANDE MURAILLE (EVASION MAROQ.),True,True,,CC ODYSSEE ( LA TREMBLAYE ),,50180,AGNEAUX,,account_payment_term.60joursfindemois,2.33.55.06.41,,,,LAGRAN,French / Français,LAGRAN,kepod223,Régime Intra-Communautaire
res.partner_LAHNER,LAHNER LEDERWAREN,True,True,,SCHUHMEIERPLATZ . 14,,1160,WIEN,,account_payment_term.30joursnet,0043 14802908,,,,LAHNER,English,LAHNER,kecis448,Régime Intra-Communautaire
res.partner_LAKAZA,LA KAZAMAMA,True,True,,BP7696,,,LIBREVILLE,,account_payment_term.ttbeforeshipment,,,lakazamama@gmail.com,,LAKAZA,French / Français,LAKAZA,jejud584,Régime Extra-Communautaire
res.partner_LAM,LA MAISON DU CUIR,True,True,,CC CARREFOUR,,58180,MARZY,,account_payment_term.60joursfindemois,03.86.57.57.90,03.86.57.57.90,,,LAM,French / Français,LAM,micin778,Régime Intra-Communautaire
res.partner_LAMAD,LA MADRILENE DIFFUSION SARL,True,True,,19 . RUE DE LA MOULINATTE,,33130,BEGLES,,account_payment_term.60joursfindemois,05.56.85.90.00,05.56.49.48.11,valfra4@wanadoo.fr,,LAMAD,French / Français,LAMAD,runok923,Régime Intra-Communautaire
