id,ref,name,responsible,mobile,phone,fax,email,property_supplier_payment_term/id,website,street,street2,zip,city,country,lang,property_account_position,vat,supplier
res.partner_SUNTEL,SUNTEL,SUN TELECOM,,,015 418880,,,account.account_payment_term_net,,ZSF,,1000,BRUXELLES,BE,fr_FR,Régime National,,True
res.partner_SUNWI,SUNWI,ZHANJIANG SUNWIN ARTS&CRAFTS CO.LTD,,699 000 222,852 2543 9086,852 2543 9087,,account.account_payment_term_net,,N 8  BAIPENG ROAD,"67-71 CHATHAM ROAD, TST",524018,"ZHANJIANG, GUANGDONG",VE,en_US,Régime Extra-Communautaire,,True
res.partner_SWISSL,SWISSL,SWISS LIFE,,,02 2388811,02 2388899,info@swisslife.be,account.account_payment_term_net,,AVENUE FONSNY . 38,,1060,BRUXELLES,BE,fr_FR,Régime National,,True
res.partner_SYSTEM,SYSTEM,SYSTEMAT SA,,,02.352.83.11,02.352.63.00,,account.account_payment_term_net,,CHEE DE LOUVAIN . 435,,1380,LASNE,BE,fr_FR,Régime National,,True
res.partner_TAES01,TAES01,TAES,,,0033 130906262,,,account.account_payment_term_net,,CHEMIN DE DERRIERE LE PARC,,78580,MAULE,FR,fr_FR,Régime Intra-Communautaire,,True
res.partner_TECHN1,TECHN1,TECHNIFUTUR,,,04.382.45.00,04.382.45.46,info@technifutur.be,account.account_payment_term_net,,LIEGE SCIENCE PARK,RUE BOIS ST JEAN 15-17,4102,SERAING,BE,fr_FR,Régime National,,True
res.partner_TESA,TESA,TESA SA,,,25250811,25250833,,account.account_payment_term_net,,CHAUSSEE DE RUISBROEK 76,,1180,BRUXELLES,BE,fr_FR,Régime National,,True
res.partner_TF1PUB,TF1PUB,TF1 PUBLICITE,,0033 660338877,0032 141411333,0033 141414946,mmourahi@tf1.fr,account.account_payment_term_net,,1 QUAI DU POINT DU JOUR,,92655,BOULOGNE CEDEX,FR,fr_FR,Régime Intra-Communautaire,,True
res.partner_TIANHA,TIANHA,"TIANHAO PRODUCTION CO.,LTD",,,0573-83951598,0573-83950509,,account.account_payment_term_net,,DAQIAO TOWN,NAUHU AREA,3140006,JIAXUNG,CN,fr_FR,Régime Extra-Communautaire,,True
res.partner_TIMBEL,TIMBEL,TIM BELGIUM,,,056 482040,056 482041,info@timbelgium.be,account.account_payment_term_net,,"PORTE DES BÂTISSEURS, 20",,7730,ESTAIMPUIS,BE,fr_FR,Régime National,,True
res.partner_TNTEXP,TNTEXP,TNT EXPRESS BELGIUM SA,,,070 233255,02 7544979,credit.control.be@tnt.com,account.account_payment_term_net,,BUILDING 711,BILLING & COLLECTION,1931,BRUCARGO (MACHELEN),BE,fr_FR,Régime National,,True
res.partner_TOLEDO,TOLEDO,TOLEDO SA,,,02.648.08.48,02.646.44.24,,account.account_payment_term_net,,53.-55 RUE VILAIN XIII ,,1000,BRUXELLES,BE,fr_FR,Régime National,,True
res.partner_TOUCHE,TOUCHE,TOUCHE MODELS B.V.,,,0031 206250254,0031 206204805,info@touchemodels.com,account.account_payment_term_net,,HERENGRACHT 138,,1015BW,AMSTERDAM,NL,nl_NL,Régime Intra-Communautaire,,True
res.partner_TRANSF,TRANSF,"TRANSFEREX, S.A.",,,0034 915541202,0034 915537464,mail@transferex.com,account.account_payment_term_net,,"GENERAL MOSCARDO, 32",,28020,MADRID,ES,en_US,Régime Intra-Communautaire,,True
res.partner_TVAFLE,TVAFLE,TVA FLEMALLE,,,04.225.56.00,04.225.56.15,,account.account_payment_term_net,,,,4400,FLEMALLE,BE,fr_FR,Régime National,,True
res.partner_ULG,ULG,ULG - UNIVERSITE DE LIEGE,,,04.366.52.76,04.366.57.11,,account.account_payment_term_net,,PLACE DU XX AOUT . 7,,4000,LIEGE,BE,fr_FR,Régime National,,True
res.partner_UNIQUE,UNIQUE,UNIQUE INTERIM SA,,,04/221.79.59,,,account.account_payment_term_net,,"VIJFHOEKSTRAAT , 40",,1800,PEUTIE,BE,fr_FR,Régime National,,True
res.partner_VALIPA,VALIPA,VAL I  PAC,,,02.456.83.10,02.456.83.20,info@valipac.be,account.account_payment_term_net,,KONING ASTRIDLAAN . 59 BUS 11,,1780,WEMMEL,BE,fr_FR,Régime National,,True
res.partner_VALVIC,VALVIC,VALVIC,,,0471 906333,,info@valvicstores.eu,account.account_payment_term_net,,RUE DU VILLAGE 121,,4000,ROCOURT,BE,fr_FR,Régime National,,True
res.partner_VDK,VDK,VDK PRESS,,,056.72.35.15,056.72.35.37,,account.account_payment_term_net,,MARKPLEIN . 14,,8530,HARELBEKE,BE,fr_FR,Régime National,,True
res.partner_VIAVER,VIAVER,VIAVERBIA SARL,,,352.27.000.240.640,352.27.000.240.649,info@viaverbia.com,account.account_payment_term_net,,2 AM HOCK,,9991,WEISWAMPACH,LU,fr_FR,Régime National,,True
res.partner_VICE,VICE,VICE & VERSA SPRL,,,04.234.80.00,04.234.80.01,info@vice-versa.be,account.account_payment_term_net,,BOIS DE LA CROIX CLAIRE . 46,,4550,NANDRIN,BE,fr_FR,Régime National,,True
res.partner_VOISIN,VOISIN,MAITRE CHRISTIAN VOISIN,,,04 3 426 325,04 3 434 439,,account.account_payment_term_net,,53/052. QUAI DE LA DERIVATION,,4020,LIEGE,BE,fr_FR,Régime National,,True
res.partner_VPLAMB,VPLAMB,VP LAMBRECHT VDK,,,04 2313880,04 2313860,,account.account_payment_term_net,,"ROUTE DE BEAUMONT, 244",,6030,MARCHIENNE-AU-PONT,BE,fr_FR,Régime National,,True
res.partner_WEBLEC,WEBLEC,WEBLEC INDIA,,919903975659,+91 9903975659,,,account.account_payment_term_net,,21/H ATAL SUR ROAD,,700015,"KOLKATA, WEST BENGAL",IN,en_US,Régime Extra-Communautaire,,True
res.partner_WMSSAG,WMSSAG,AKANEA,,,33 146926077,33 478351212,,account.account_payment_term_net,,"129, CHEMIN DU MOULIN CARRON",,69134,ECULLY CEDEX,FR,fr_FR,Régime Intra-Communautaire,,True
res.partner_WORLDT,WORLDT,WORLD TOURIST LIMITED,,,0086 57385288561,0086 57385288560,info@akanea.com,account.account_payment_term_net,,"ROOM 506, WANRONG BUILDING,","N° 192-206, DANGHU ROAD",314200,"PINGHU, ZHEJIANG",CN,en_US,Régime Extra-Communautaire,,True
res.partner_WSNDEV,WSNDEV,WSN DEVELOPPEMENT,,+33 6 99406707,0033 140137474,0033 140137484,,account.account_payment_term_net,,"27-29, RUE GUENEGAUD",,75006,PARIS,FR,fr_FR,Régime Intra-Communautaire,,True
res.partner_XIETON,XIETON,"XIETONG LUGGAGE CO., LTD",,,0086 75787511188,0086 75787516936,,account.account_payment_term_net,,N°48 MINYING INDUSTRIAL PARK,"JINBEN, SANSHUI, FOSHAN CITY",528132,GUANGDONG,CN,en_US,Régime Extra-Communautaire,,True
res.partner_XLSTUD,XLSTUD,XL STUDIO SPRL,,,04 3552780,04 3552782,xlstudio@xlstudio.be,account.account_payment_term_net,,"RUE DE BENISTER, 8",,4920,HARZE,BE,fr_FR,Régime National,,True
res.partner_XMEDIA,XMEDIA,X-MEDIA AGENCJA,,,0022 7318877,,info@x-media.pl,account.account_payment_term_net,,UL. SZKOLNA 7,,05-870,BLONIE,PL,en_US,Régime Intra-Communautaire,,True
res.partner_XYLEM1,XYLEM1,XYLEM WATER SOLUTIONS BVBA,,,02 7209010,02 7205481,xylemwatersolutionsbe@xyleminc.com,account.account_payment_term_net,,VIERWINDEN 5B,,1930,ZAVENTEM,BE,nl_NL,Régime National,,True
res.partner_YALUN,YALUN,YALUN LTD,,+86 13901636136,+86 21 5988 6929,+86 21 5988 6929,,account.account_payment_term_net,,258 XIE WEI ROAD,"BLDG 15, FLAT1304, QING PU XU JING",201702,SHANGHAI,CN,nl_NL,Régime Extra-Communautaire,,True
res.partner_YONGSH,YONGSH,JIAXING YONGSHIDA HARDWARE CO. LTD,,,0573 82191169,0573 82191392,,account.account_payment_term_net,,ECONOMIC DEVELOPMENT ZONE,YUXIN TOWN,314000,JIAXING CITY,CN,fr_FR,Régime Extra-Communautaire,,True
res.partner_YONGXI,YONGXI,YONGXIANG PLASTIC CO LTD,,,"86,724,4224590","86,724,4224438",,account.account_payment_term_net,,20 CHENG TIAN ROAD,,431900,HUBEI,CN,en_US,Régime Extra-Communautaire,,True
res.partner_YOODA1,YOODA1,YOODA - ALDEIS SARL,,,0033 467155409,,,account.account_payment_term_net,,PIT DE LA POMPIGNANE - BAT T4,"89, RUE DE LA VIEILLE POSTE",34055,MONTPELLIER CEDEX 1,FR,fr_FR,Régime National,,True
res.partner_ZEBRE1,ZEBRE1,JIAXING CHANGHUAN TRAVEL GOODS LTD,,0086 57384875256,,,,account.account_payment_term_net,,"N°.31 HUICHENG ROAD, HUIMING DIST.,",JIASHAN TOWN,,JIAXING,CN,en_US,Régime Extra-Communautaire,,True
